id_str,full_text,retweet_count,favorite_count,retweeted,coordinates,created_at
1097705498638454785,@Wdala2 não tem vento kkkkkkkkkkkkkkkk você ta lá passando na rua de bike e olha pra uma árvore nem uma folha se mexe,0,1,False,,Tue Feb 19 03:52:39 +0000 2019
1101117634601349121,"Criei o hábito de cumprimentar o motorista do ônibus quando entrava e agora toda vez que ele passa, ele acena pra mim na rua, e se eu não vejo, ele da uma buzinadinha. Haha",0,0,False,,Thu Feb 28 13:51:16 +0000 2019
1128297584940998658,"tem um cara que não para de me encarar no busão, vou dar um soco na cara dele

além que todas as mulheres que descem do ônibus ou passa na rua ele fica olhando de cima a baixo  NOJENTO",0,0,False,,Tue May 14 13:54:41 +0000 2019
1084077031120388096,"Buraco na rua Carlos Rocha, caminhão afundou a roda dianteira e até hj não vieram tampar o buraco. O asfalto está soltando e qdo o ônibus passa, minha casa balança....
Próximo ao número 561 https://t.co/Bny4tVCOfB",0,0,False,,Sat Jan 12 13:18:00 +0000 2019
1104104053477466112,"Tem uns baratos que não dá pra perceber. 
Que tem mó valor e você não vê. 
Uma pá de árvore na praça, as crianças na rua. 
O vento fresco na cara, as estrela, a lua.🎧😎",0,1,False,,Fri Mar 08 19:38:14 +0000 2019
1115390411063922691,"quando ce passa mal e acha que nao da pra piorar lembre-se que vc pode nao encontrar carona, correr pra pegar onibus e ainda pegar chuva na rua da sua casa

e a chuva para assim que ce entra ta",0,1,False,,Mon Apr 08 23:06:11 +0000 2019
1120622600441540610,"Trabalhar em dia de feriado sempre é péssimo, metrô não funciona cedo, pessoas suspeitas passando por vc na rua, ônibus não passa... É bênção pura, GLORIA A DEUXX!",0,0,False,,Tue Apr 23 09:37:02 +0000 2019
1135366040215592960,"Essas horas eu tava sentada na rua soluçando esperando a menina da caravana me encontrar. Cheguei no ônibus e chorei mais. Dormi e chorei a viagem toda. No outro ônibus de volta pra casa, mesma coisa. Foram 3 dias chorando demais, maldita saudade que não passa. https://t.co/91wPIoZQSq",0,2,False,,Mon Jun 03 02:02:12 +0000 2019
1115917864228347904,"#BDSP avisa o governador @jdoriajr que antes do carregador de celular e até do ar condicionado, a gente precisa do ônibus na rua! A linha 575A - Div São Caetano demora demais e vêm lotada! R$4,30 pra viajar pior que animal!",0,0,False,,Wed Apr 10 10:02:06 +0000 2019
1134643337510686725,Fico mto bolada quando o ônibus nao passa na minha rua,0,0,False,,Sat Jun 01 02:10:26 +0000 2019
1131633705427132421,"@pablo_grilo Falei que liguei pro 1746 milhões de vezes, que moro na rua tal, a árvore tava entrando na minha casa, que tenho uma gata e o apartamento tem tela justamente pra proteção dela, que eu não sabia mais como proceder. E q se alguma coisa acontecesse, causaria problemas pras 2 partes",0,0,False,,Thu May 23 18:51:14 +0000 2019
