id_str,full_text,retweet_count,favorite_count,retweeted,coordinates,created_at
1129506675013169153,@CMSPCoelho Lembro-me dum ano em que a Fontes Pereira de Melo parecia a intifada. Aqui na rua puxaram fogo aos contentores do lixo e queimaram um carro... dano colateral perfeitamente justificado.,0,0,False,,Fri May 17 21:59:11 +0000 2019
1097609898454646784,"(NOTÍCIA DO DIA DE ANAGÉ) ""RUA DO CEMITÉRIO NÃO É LIXÃO""

QUERO AQUI PEDIR AOS MORADORES DAS OUTRAS RUAS VIZINHA DA RUA DO CEMITÉRIO QUE NÃO VENHA JOGAR LIXO AQUI NA RUA, O CAMINHÃO DO LIXO PASSAR TODOS OS DIAS... https://t.co/pRS4QBnd59",0,0,False,,Mon Feb 18 21:32:47 +0000 2019
1097936514535825408,"Bairro Vista Alegre

Rua Carlota Antunes, moradores pedem o caminhão de lixo na região, não está passando pela rua o lixeiro. Cadê o prefeito Nanci? https://t.co/0sxpThgjJr",0,0,False,,Tue Feb 19 19:10:38 +0000 2019
1101266676891484160,"Voce sabia?
No 4° ano Felipe foi pra coordenação com seus amigos após deixarem um cachorro da rua entrar na escola e espalhar todo lixo das lixeiras da escola. https://t.co/ULWHTduEAs",0,0,False,,Thu Feb 28 23:43:30 +0000 2019
1098723168796246022,@fernandoojrr_ @ninna_05 Não seria mais fácil se o povo fosse mais consciente e não ficasse jogando lixo na rua pra depois culpar os outros por coisas como essa?,0,1,False,,Thu Feb 21 23:16:31 +0000 2019
1091828954762280961,Se eu sair na rua hj e o lixeiro passar do meu lado ele me joga na caçamba do caminhão de lixo,0,0,False,,Sat Feb 02 22:41:22 +0000 2019
1129833796034080768,VAMO PARAR DE JOGAR LIXO NA RUA NE GENTEN,0,1,False,,Sat May 18 19:39:02 +0000 2019
1133848444299350017,"Hoje voltando pra casa, achei esse monte de livros jogado na rua.
Fiquei muita chateada juntei todos, passei horas separando ... Não jogue no lixo ainda existem pessoas que precisam e que gostam de ler .
💔💔❤️ — se sentindo pensativa",0,0,False,,Wed May 29 21:31:49 +0000 2019
1108820730538545152,"@JoaquinShow Foi ato da CIA! Foi tudo combinado entre Trump e Bolsonaro! Agora a Globo Lixo e a Folha do Lula vão denunciar este complô internacional! O IBOSTA vai fazer a pesquisa de rua e confirmar: Temer tem 90% de simpatia do povo! Enquanto isso, na carceragem da PF em Curitiba...",0,2,False,,Thu Mar 21 20:00:37 +0000 2019
1094313074704695298,"@_talyssasouza o ódio, o Chris pratt não é nenhum flor que se cheire, ele apoiou o abusador do James gunn, fez piadas transfobicas e já soltou a porra do próprio cachorro na rua, sem contar a vez que ele tentou vender o gato dele porque o gato já estava velho, esse homem e um verdadeiro lixo",0,0,False,,Sat Feb 09 19:12:23 +0000 2019
1094675187218477056,"@NihilEtOmnia @1potedemel @Pedro_ottoni @reimiranda58 @Padig Ué, eu sou educado, frequento carnaval mas não jogo lixo na rua, não fico arrumando briga, não sai beijando bocas aleatórias, então não nivele quem frequenta essa festa que gera MILHÕES pra economia brasileira. Se você não gosta, só não vá, você é livre pra isso.",0,0,False,,Sun Feb 10 19:11:17 +0000 2019
1128425746979012608,"Acabei de ver uma frase na rua ""proibido lixo colocar"" pq caralhos a pessoa inverteu a frase?",0,1,False,,Tue May 14 22:23:57 +0000 2019
1083836409679618048,19. falando higiene sempre tem os infeliz que jogam lixo no chão e esquecem que a gente ta LITERALMENTE na rua e onde todas as baratas e ratos moram,0,2,False,,Fri Jan 11 21:21:51 +0000 2019
1122502803392479233,Eu sonhei que comia tanta batata frita e eu tava cm a mao cheia de batata e eu enjoava num nível que eu jogava as batata numa pilha de lixo na rua,0,0,False,,Sun Apr 28 14:08:18 +0000 2019
1116094972548218881,"Tudo essas merda que anda acontecendo é tudo castigo pro ser humano de tanta merda q faz
Vai la
Joga lixo na rua
Mata as pessoa
Rouba o vizinho
Estaciona em vaga de deficiente
Queima lixo
QQ coisinha é uma coisa grande q volta
Cês tem que aprender a respeitar a natureza porra",0,1,False,,Wed Apr 10 21:45:52 +0000 2019
1099058350820679681,"Arco-íris: a

Pessoas: ai vamos colocar no status aqui pagar de ""amo a natureza"" e depois jogar lixo na rua...",0,1,False,,Fri Feb 22 21:28:25 +0000 2019
1139183806106284033,"a mulher trabalha com a natureza e sai jogando lixo na rua, acho que tá na profissao errada",0,0,False,,Thu Jun 13 14:52:39 +0000 2019
1092930284570447872,"A Comlurb recolhe lixo regularmente no município do Rio de Janeiro, mas alguns idiotas insistem em jogar lixo na rua... https://t.co/sJ06ZsXIkz",0,0,False,,Tue Feb 05 23:37:40 +0000 2019
1092149564847595520,rolê de hj: recolher lixo na rua e fazer carinho em gatos,1,2,False,,Sun Feb 03 19:55:22 +0000 2019
1129479264674435077,"@o_antagonista Esses “movimentos “ já conseguiram o que queriam, no ano passado: eleger seus representantes. Mas, nada como uma eleição atrás da outra. Eles voltarão para o lixo da história. Dia 26, todos na rua!",1,4,False,,Fri May 17 20:10:16 +0000 2019
1118617637146128384,Tem algum puto queimando lixo e o cheiro tá na rua inteira pqp,0,0,False,,Wed Apr 17 20:50:02 +0000 2019
1118274888282902530,Como assim não pode lixo na rua?? E meu direito de ir e vir fica a onde?🤦🏻‍♂️,4,8,False,,Tue Apr 16 22:08:04 +0000 2019
1138899576340066304,"A professora falando que tá caindo água do ar condicionado aí Carlos- por isso q n pode jogar lixo na rua 

Kkkkkkkkkkkkkk eu rir muito cr , com o jeito q ele falou",0,0,False,,Wed Jun 12 20:03:13 +0000 2019
1119381348962197505,Ódio dessas pessoa que jogam lixo na rua/estrada,0,2,False,,Fri Apr 19 23:24:45 +0000 2019
1120073702962552835,"A população de Toledo é deveras engraçada. Reclamam do lixo na rua, mas nunca pensaran que nao existe ""tirar lixo pra fora"". Bando de rico babaca que reclama no face e nunca pisou numa plenária.",0,0,False,,Sun Apr 21 21:15:55 +0000 2019
1129489591713652736,SOMOS CAMBADOS PROPÓN O ABARATAMENTO DO RECIBO DO LIXO E UNHA NOVA BOLSA DE ESTACIONAMENTO GRATUITO NA ZONA DA RÚA NOVA https://t.co/9qxGL7miSQ,0,0,False,,Fri May 17 20:51:18 +0000 2019
1100173376633663488,"Gente como que ceis dão conta de jogar lixo na rua sem peso na consciência???? Eu abro minha mochila depois do role e TODA EMBALAGEM DE PRODUTO QUE EU CONSUMI TÁ LÁ DENTRO 

Inclusive juntando tampinhas de garrafa pra ajudar os bichinhos do Tampatas

FAÇAM O MESMO https://t.co/8TZGVUojOr",0,5,False,,Mon Feb 25 23:19:07 +0000 2019
1104422613995147264,"@angela_nespoli @rsallesmma @mskanaan Isso em conjunto a educação do cidadão em não jogar lixo na rua, funcionaría muito bem.",0,1,False,,Sat Mar 09 16:44:05 +0000 2019
1106242935639683072,A vontade que eu tenho de gritar com quem joga lixo na rua não é normal,0,24,False,,Thu Mar 14 17:17:23 +0000 2019
1113920273902919681,minha visão ta tao lixo q n reconheço as pessoas na rua,0,0,False,,Thu Apr 04 21:44:23 +0000 2019
1120465790275399680,"Tá vendo aí galera, isso que dá jogar lixo na rua https://t.co/cTSEPlkWqM",7,5,False,,Mon Apr 22 23:13:56 +0000 2019
1105242275242823680,Não sei quem é pior a prefeitura que reage apenas quando a merda a acontece ou a população que adora jogar lixo na rua....,0,0,False,,Mon Mar 11 23:01:07 +0000 2019
1117511021365792768,Eu fico muito puto quando as pessoas jogam lixo na rua,1,2,False,,Sun Apr 14 19:32:44 +0000 2019
1111414712070103042,na maior parte do tempo eu me sinto tão lixo que penso que se eu morrer na rua os gari que vao recolher o corpo,23,57,False,,Thu Mar 28 23:48:11 +0000 2019
1117900513012371456,"Job cheio de comida, nenhum dos promotores pode comer nada ... ""Se quiser vai na rua ou traz marmita, isso aqui não é pra vocês"" 

As pessoas são uns lixo mesmo !",0,2,False,,Mon Apr 15 21:20:26 +0000 2019
1117938008861421568,"Parece que esses eventos trágicos, é nada mais que o planeta cobrando posição humana quando as pessoas jogam o lixo na rua, a falta de amor e respeito com o planeta, o individualismo tudo...",0,0,False,,Mon Apr 15 23:49:26 +0000 2019
1104138355896401920,Crianças brincando com pipa na rua? Mais que um lixo! Tem outro tipo de diversão muito mais louco! #BolsonaroLiberaRinhadeGalo,0,9,False,,Fri Mar 08 21:54:32 +0000 2019
1119620992861704192,Qual o sentido de você porco jogar o lixo na rua porra,1,4,False,,Sat Apr 20 15:17:00 +0000 2019
1117889525143855104,"CRL EXISTE L-I-X-E-I-R-A!!
Pra que jogar lixo na rua caceta??",3,5,False,,Mon Apr 15 20:36:46 +0000 2019
1124051322830041091,"desci do ônibus e me deparei com um lago, quase nadei. Parem de jogar lixo na rua seus bosta!",0,2,False,,Thu May 02 20:41:33 +0000 2019
1126997260699619328,No insta partilham os vídeos de poluição marinha mas mandam o lixo p chão na rua tp,4,1,False,,Fri May 10 23:47:40 +0000 2019
1095451019042009093,@PedroCRF_Sz Lixo na rua mané que vacilo,0,0,False,,Tue Feb 12 22:34:10 +0000 2019
1129477584016814080,Obrigado a galera aí que joga lixo na rua. Minha cidade chove e alaga,0,3,False,,Fri May 17 20:03:35 +0000 2019
